date,year,month,temperature,rainfall,humidity,wind_speed,anomaly,city,season,temp_7day_avg,temp_30day_avg,rain_7day_sum,rain_30day_sum,yearly_avg_temp,month_name,is_anomaly,season_code,heat_index
1994-02-07,1994,2,18.77,0.36,63.7,7.2,Normal,Mumbai,Winter,21.21,19.91,5.9,25.19,27.05,Feb,0,0,24.51
1994-02-08,1994,2,19.82,0.44,75.3,19.2,Normal,Mumbai,Winter,20.63,19.94,6.18,24.7,27.05,Feb,0,0,22.18
1994-02-09,1994,2,22.21,1.27,53.8,10.4,Normal,Mumbai,Winter,20.77,20.0,5.54,24.83,27.05,Feb,0,0,24.83
1994-02-10,1994,2,23.13,0.2,71.4,13.3,Normal,Mumbai,Winter,21.26,20.14,4.92,24.84,27.05,Feb,0,0,24.09
1994-02-11,1994,2,22.39,1.15,67.0,19.0,Normal,Mumbai,Winter,21.13,20.26,4.87,25.34,27.05,Feb,0,0,24.02
1994-02-12,1994,2,22.07,2.29,53.9,2.1,Normal,Mumbai,Winter,21.47,20.33,6.68,27.14,27.05,Feb,0,0,24.81
1994-02-13,1994,2,21.9,0.15,62.3,8.0,Normal,Mumbai,Winter,21.47,20.48,5.86,26.77,27.05,Feb,0,0,24.27
1994-02-14,1994,2,20.25,2.73,63.0,17.8,Normal,Mumbai,Winter,21.68,20.57,8.23,29.39,27.05,Feb,0,0,24.14
1994-02-15,1994,2,21.5,0.1,58.6,8.3,Normal,Mumbai,Winter,21.92,20.66,7.89,29.28,27.05,Feb,0,0,24.5
1994-02-16,1994,2,22.01,0.51,58.5,35.7,Normal,Mumbai,Winter,21.89,20.78,7.13,29.58,27.05,Feb,0,0,24.56
1994-02-17,1994,2,24.4,1.13,44.8,22.0,Normal,Mumbai,Winter,22.07,20.91,8.06,30.15,27.05,Feb,0,0,25.52
1994-02-18,1994,2,23.45,0.98,53.1,10.9,Normal,Mumbai,Winter,22.23,21.07,7.89,28.43,27.05,Feb,0,0,25.15
1994-02-19,1994,2,20.41,0.12,57.6,20.5,Normal,Mumbai,Winter,21.99,21.15,5.72,28.27,27.05,Feb,0,0,24.65
1994-02-20,1994,2,23.66,1.92,54.3,16.7,Normal,Mumbai,Winter,22.24,21.19,7.49,29.54,27.05,Feb,0,0,25.21
1994-02-21,1994,2,22.71,4.34,51.4,23.1,Normal,Mumbai,Winter,22.59,21.28,9.1,33.43,27.05,Feb,0,0,24.99
1994-02-22,1994,2,22.4,0.24,70.6,9.3,Normal,Mumbai,Winter,22.72,21.35,9.24,31.81,27.05,Feb,0,0,23.68
1994-02-23,1994,2,24.46,2.71,59.0,1.9,Normal,Mumbai,Winter,23.07,21.55,11.44,34.46,27.05,Feb,0,0,25.58
1994-02-24,1994,2,25.21,0.98,81.7,4.6,Normal,Mumbai,Winter,23.19,21.74,11.29,35.18,27.05,Feb,0,0,26.22
1994-02-25,1994,2,25.19,3.3,62.2,13.1,Normal,Mumbai,Winter,23.43,21.88,13.61,38.2,27.05,Feb,0,0,26.17
1994-02-26,1994,2,22.66,0.23,70.4,17.5,Normal,Mumbai,Winter,23.76,22.01,13.72,32.48,27.05,Feb,0,0,23.86
1994-02-27,1994,2,23.58,1.88,57.9,12.0,Normal,Mumbai,Winter,23.74,22.08,13.68,33.35,27.05,Feb,0,0,25.09
1994-02-28,1994,2,24.67,0.07,53.4,9.3,Normal,Mumbai,Winter,24.02,22.24,9.41,33.24,27.05,Feb,0,0,25.73
1994-03-01,1994,3,25.76,2.58,62.6,27.7,Normal,Mumbai,Spring,24.5,22.41,11.75,35.44,27.05,Mar,0,1,26.76
1994-03-02,1994,3,23.71,1.35,73.0,8.3,Normal,Mumbai,Spring,24.4,22.53,10.39,36.57,27.05,Mar,0,1,24.48
1994-03-03,1994,3,24.28,0.55,59.1,4.9,Normal,Mumbai,Spring,24.26,22.55,9.96,36.96,27.05,Mar,0,1,25.46
1994-03-04,1994,3,23.03,0.83,64.5,10.0,Normal,Mumbai,Spring,23.96,22.61,7.49,35.88,27.05,Mar,0,1,24.52
1994-03-05,1994,3,23.03,2.03,62.6,15.1,Normal,Mumbai,Spring,24.01,22.72,9.29,37.09,27.05,Mar,0,1,24.63
1994-03-06,1994,3,26.18,1.11,59.0,28.6,Normal,Mumbai,Spring,24.38,22.81,8.52,37.0,27.05,Mar,0,1,27.08
1994-03-07,1994,3,27.12,0.54,59.5,41.7,Normal,Mumbai,Spring,24.73,23.06,8.99,37.06,27.05,Mar,0,1,28.2
1994-03-08,1994,3,25.12,0.7,50.0,12.6,Normal,Mumbai,Spring,24.64,23.17,7.11,36.79,27.05,Mar,0,1,25.96
1994-03-09,1994,3,26.86,2.1,59.9,11.3,Normal,Mumbai,Spring,25.09,23.44,7.86,38.53,27.05,Mar,0,1,27.9
1994-03-10,1994,3,26.04,0.5,66.5,27.9,Normal,Mumbai,Spring,25.34,23.65,7.81,38.59,27.05,Mar,0,1,27.22
1994-03-11,1994,3,24.66,0.11,63.0,10.1,Normal,Mumbai,Spring,25.57,23.73,7.09,37.43,27.05,Mar,0,1,25.7
1994-03-12,1994,3,26.31,2.91,61.8,5.2,Normal,Mumbai,Spring,26.04,23.83,7.97,40.14,27.05,Mar,0,1,27.35
1994-03-13,1994,3,28.21,0.59,67.3,27.7,Normal,Mumbai,Spring,26.33,24.03,7.45,39.58,27.05,Mar,0,1,30.7
1994-03-14,1994,3,25.98,0.51,61.9,27.9,Normal,Mumbai,Spring,26.17,24.16,7.42,37.8,27.05,Mar,0,1,26.97
1994-03-15,1994,3,28.52,0.27,60.1,7.3,Normal,Mumbai,Spring,26.65,24.38,6.99,37.92,27.05,Mar,0,1,30.26
1994-03-16,1994,3,22.38,2.73,67.4,14.6,Normal,Mumbai,Spring,26.01,24.45,7.62,37.92,27.05,Mar,0,1,23.98
1994-03-17,1994,3,27.68,0.29,61.4,10.5,Normal,Mumbai,Spring,26.25,24.66,7.41,38.11,27.05,Mar,0,1,29.13
1994-03-18,1994,3,26.72,1.21,57.6,25.1,Normal,Mumbai,Spring,26.54,24.81,8.51,38.81,27.05,Mar,0,1,27.59
1994-03-19,1994,3,26.28,2.55,64.7,4.7,Normal,Mumbai,Spring,26.54,24.88,8.15,40.23,27.05,Mar,0,1,27.45
1994-03-20,1994,3,27.0,0.04,59.6,14.9,Normal,Mumbai,Spring,26.37,24.99,7.6,39.29,27.05,Mar,0,1,28.05
1994-03-21,1994,3,24.02,2.12,57.2,16.8,Normal,Mumbai,Spring,26.09,25.11,9.21,41.29,27.05,Mar,0,1,25.33
1994-03-22,1994,3,26.81,0.63,61.6,9.4,Normal,Mumbai,Spring,25.84,25.22,9.57,40.0,27.05,Mar,0,1,27.95
1994-03-23,1994,3,27.81,1.29,61.7,34.2,Normal,Mumbai,Spring,26.62,25.39,8.13,36.95,27.05,Mar,0,1,29.35
1994-03-24,1994,3,29.63,0.56,49.0,9.6,Normal,Mumbai,Spring,26.9,25.63,8.4,37.27,27.05,Mar,0,1,30.37
1994-03-25,1994,3,26.77,1.43,63.3,7.1,Normal,Mumbai,Spring,26.9,25.71,8.62,35.99,27.05,Mar,0,1,28.01
1994-03-26,1994,3,26.47,0.35,78.5,23.8,Normal,Mumbai,Spring,26.93,25.75,6.42,35.36,27.05,Mar,0,1,28.51
1994-03-27,1994,3,27.07,0.03,50.2,10.8,Normal,Mumbai,Spring,26.94,25.81,6.41,32.09,27.05,Mar,0,1,27.5
1994-03-28,1994,3,29.33,3.54,55.0,3.4,Normal,Mumbai,Spring,27.7,26.03,7.83,35.4,27.05,Mar,0,1,30.81
1994-03-29,1994,3,28.59,0.02,87.8,13.9,Normal,Mumbai,Spring,27.95,26.2,7.22,33.54,27.05,Mar,0,1,35.2
1994-03-30,1994,3,27.44,2.09,51.8,11.4,Normal,Mumbai,Spring,27.9,26.29,8.02,35.56,27.05,Mar,0,1,27.98
1994-03-31,1994,3,29.14,0.22,72.9,21.1,Normal,Mumbai,Spring,27.83,26.41,7.68,33.2,27.05,Mar,0,1,33.61
1994-04-01,1994,4,28.65,0.6,57.7,2.1,Normal,Mumbai,Spring,28.1,26.57,6.85,32.45,27.05,Apr,0,1,30.14
1994-04-02,1994,4,30.09,2.07,60.6,17.5,Normal,Mumbai,Spring,28.62,26.76,8.57,33.97,27.05,Apr,0,1,33.13
1994-04-03,1994,4,27.72,0.28,58.7,22.6,Normal,Mumbai,Spring,28.71,26.92,8.82,33.42,27.05,Apr,0,1,28.92
1994-04-04,1994,4,28.42,2.41,64.3,5.2,Normal,Mumbai,Spring,28.58,27.1,7.69,33.8,27.05,Apr,0,1,30.66
1994-04-05,1994,4,28.45,0.83,44.2,20.3,Normal,Mumbai,Spring,28.56,27.18,8.5,33.52,27.05,Apr,0,1,28.42
1994-04-06,1994,4,26.98,0.55,61.9,15.4,Normal,Mumbai,Spring,28.49,27.17,6.96,33.53,27.05,Apr,0,1,28.19
1994-04-07,1994,4,29.75,1.3,56.0,9.9,Normal,Mumbai,Spring,28.58,27.33,8.04,34.13,27.05,Apr,0,1,31.64
1994-04-08,1994,4,29.83,0.5,41.4,13.2,Normal,Mumbai,Spring,28.75,27.42,7.94,32.53,27.05,Apr,0,1,29.65
1994-04-09,1994,4,29.58,0.51,71.2,6.0,Normal,Mumbai,Spring,28.68,27.54,6.38,32.54,27.05,Apr,0,1,34.3
1994-04-10,1994,4,29.35,1.59,38.9,11.3,Normal,Mumbai,Spring,28.91,27.7,7.69,34.02,27.05,Apr,0,1,28.86
1994-04-11,1994,4,27.71,0.44,81.5,12.6,Normal,Mumbai,Spring,28.81,27.75,5.72,31.55,27.05,Apr,0,1,31.59
1994-04-12,1994,4,29.33,0.27,66.2,11.3,Normal,Mumbai,Spring,28.93,27.78,5.16,31.23,27.05,Apr,0,1,32.71
1994-04-13,1994,4,29.57,1.98,46.4,25.3,Normal,Mumbai,Spring,29.3,27.9,6.59,32.7,27.05,Apr,0,1,29.95
1994-04-14,1994,4,29.01,1.96,73.4,15.4,Normal,Mumbai,Spring,29.2,27.92,7.25,34.39,27.05,Apr,0,1,33.4
1994-04-15,1994,4,30.1,0.83,52.5,24.9,Normal,Mumbai,Spring,29.24,28.18,7.58,32.49,27.05,Apr,0,1,31.61
1994-04-16,1994,4,31.07,0.9,53.0,11.2,Normal,Mumbai,Spring,29.45,28.29,7.97,33.1,27.05,Apr,0,1,33.36
1994-04-17,1994,4,33.42,1.43,42.0,18.8,Normal,Mumbai,Spring,30.03,28.51,7.81,33.32,27.05,Apr,0,1,34.93
1994-04-18,1994,4,30.97,0.85,51.4,15.0,Normal,Mumbai,Spring,30.5,28.67,8.22,31.62,27.05,Apr,0,1,32.85
1994-04-19,1994,4,31.22,0.65,52.5,15.2,Normal,Mumbai,Spring,30.77,28.81,8.6,32.23,27.05,Apr,0,1,33.52
1994-04-20,1994,4,30.84,6.33,68.2,25.9,Normal,Mumbai,Spring,30.95,29.04,12.95,36.44,27.05,Apr,0,1,36.66
1994-04-21,1994,4,28.19,0.19,71.7,6.6,Normal,Mumbai,Spring,30.83,29.08,11.18,36.0,27.05,Apr,0,1,31.28
1994-04-22,1994,4,31.15,1.08,47.6,3.1,Normal,Mumbai,Spring,30.98,29.19,11.43,35.79,27.05,Apr,0,1,32.4
1994-04-23,1994,4,31.39,2.6,62.7,15.9,Normal,Mumbai,Spring,31.03,29.25,13.13,37.83,27.05,Apr,0,1,36.44
1994-04-24,1994,4,35.11,1.39,41.6,13.9,Normal,Mumbai,Spring,31.27,29.53,13.09,37.79,27.05,Apr,0,1,37.92
1994-04-25,1994,4,31.25,2.55,62.7,23.4,Normal,Mumbai,Spring,31.31,29.69,14.79,39.99,27.05,Apr,0,1,36.11
1994-04-26,1994,4,32.1,0.49,81.6,18.3,Normal,Mumbai,Spring,31.43,29.86,14.63,40.45,27.05,Apr,0,1,45.44
1994-04-27,1994,4,31.71,0.38,42.2,17.6,Normal,Mumbai,Spring,31.56,29.94,8.68,37.29,27.05,Apr,0,1,32.25
1994-04-28,1994,4,30.11,2.29,49.9,14.7,Normal,Mumbai,Spring,31.83,29.99,10.78,39.56,27.05,Apr,0,1,31.2
1994-04-29,1994,4,33.69,0.6,67.3,24.7,Normal,Mumbai,Spring,32.19,30.2,10.3,38.07,27.05,Apr,0,1,44.46
1994-04-30,1994,4,33.21,1.48,68.5,28.4,Normal,Mumbai,Spring,32.45,30.33,9.18,39.33,27.05,Apr,0,1,43.48
1994-05-01,1994,5,33.38,0.19,50.6,11.1,Normal,Mumbai,Spring,32.21,30.49,7.98,38.92,27.05,May,0,1,37.25
1994-05-02,1994,5,30.93,1.69,74.7,14.4,Normal,Mumbai,Spring,32.16,30.52,7.12,38.54,27.05,May,0,1,38.87
1994-05-03,1994,5,34.5,0.96,51.8,36.3,Normal,Mumbai,Spring,32.5,30.74,7.59,39.22,27.05,May,0,1,40.18
1994-05-04,1994,5,30.39,0.38,76.7,5.6,Normal,Mumbai,Spring,32.32,30.81,7.59,37.19,27.05,May,0,1,37.88
1994-05-05,1994,5,33.48,0.82,64.7,12.6,Normal,Mumbai,Spring,32.8,30.98,6.12,37.18,27.05,May,0,1,42.67
1994-05-06,1994,5,35.98,1.43,72.7,4.3,Normal,Mumbai,Spring,33.12,31.28,6.95,38.06,27.05,May,0,1,55.86
1994-05-07,1994,5,31.3,0.02,63.7,16.7,Normal,Mumbai,Spring,32.85,31.33,5.49,36.78,27.05,May,0,1,36.51
1994-05-08,1994,5,32.03,1.22,66.6,8.2,Normal,Mumbai,Spring,32.66,31.4,6.52,37.5,27.05,May,0,1,39.29
1994-05-09,1994,5,33.13,0.94,67.1,8.3,Normal,Mumbai,Spring,32.97,31.52,5.77,37.93,27.05,May,0,1,42.64
1994-05-10,1994,5,32.31,0.3,71.4,4.5,Normal,Mumbai,Spring,32.66,31.62,5.11,36.64,27.05,May,0,1,41.88
1994-05-11,1994,5,30.83,1.68,59.7,13.8,Normal,Mumbai,Spring,32.72,31.72,6.41,37.88,27.05,May,0,1,34.42
1994-05-12,1994,5,33.35,0.43,51.0,12.6,Normal,Mumbai,Spring,32.7,31.86,6.02,38.04,27.05,May,0,1,37.31
1994-05-13,1994,5,31.73,0.39,59.2,5.8,Normal,Mumbai,Spring,32.1,31.93,4.98,36.45,27.05,May,0,1,36.22
1994-05-14,1994,5,34.12,0.76,53.3,4.7,Normal,Mumbai,Spring,32.5,32.1,5.72,35.25,27.05,May,0,1,39.84
1994-05-15,1994,5,32.11,1.35,54.0,18.1,Normal,Mumbai,Spring,32.51,32.17,5.85,35.77,27.05,May,0,1,35.6
1994-05-16,1994,5,35.9,3.17,76.5,2.6,Normal,Mumbai,Spring,32.91,32.33,8.08,38.04,27.05,May,0,1,58.16
1994-05-17,1994,5,32.47,0.18,66.2,19.9,Normal,Mumbai,Spring,32.93,32.3,7.96,36.79,27.05,May,0,1,40.36
1994-05-18,1994,5,33.24,0.61,65.8,21.3,Normal,Mumbai,Spring,33.27,32.37,6.89,36.55,27.05,May,0,1,42.43
1994-05-19,1994,5,35.02,0.08,70.7,10.2,Normal,Mumbai,Spring,33.51,32.5,6.54,35.98,27.05,May,0,1,50.82
1994-05-20,1994,5,32.02,1.71,66.2,9.1,Normal,Mumbai,Spring,33.55,32.54,7.86,31.36,27.05,May,0,1,39.12
1994-05-21,1994,5,34.28,0.71,78.7,10.7,Normal,Mumbai,Spring,33.58,32.74,7.81,31.88,27.05,May,0,1,52.61
1994-05-22,1994,5,35.97,1.47,39.1,6.8,Normal,Mumbai,Spring,34.13,32.9,7.93,32.27,27.05,May,0,1,38.78
1994-05-23,1994,5,31.66,0.47,50.0,8.8,Normal,Mumbai,Spring,33.52,32.91,5.23,30.14,27.05,May,0,1,33.75
1994-05-24,1994,5,34.41,2.23,53.0,15.8,Normal,Mumbai,Spring,33.8,32.89,7.28,30.98,27.05,May,0,1,40.42
1994-05-25,1994,5,34.59,0.92,46.2,17.8,Normal,Mumbai,Spring,33.99,33.0,7.59,29.35,27.05,May,0,1,38.38
1994-05-26,1994,5,35.43,3.45,61.1,8.4,Normal,Mumbai,Spring,34.05,33.11,10.96,32.31,27.05,May,0,1,46.92
1994-05-27,1994,5,32.46,0.1,61.6,7.8,Normal,Mumbai,Spring,34.11,33.13,9.35,32.03,27.05,May,0,1,38.7
1994-05-28,1994,5,32.39,0.87,79.8,11.1,Normal,Mumbai,Spring,33.84,33.21,9.51,30.61,27.05,May,0,1,45.72
1994-05-29,1994,5,35.2,1.75,69.0,7.0,Normal,Mumbai,Spring,33.73,33.26,9.79,31.76,27.05,May,0,1,50.5
1994-05-30,1994,5,34.92,1.1,54.9,15.3,Normal,Mumbai,Spring,34.2,33.32,10.42,31.38,27.05,May,0,1,42.49
1994-05-31,1994,5,34.89,0.03,64.9,10.8,Normal,Mumbai,Spring,34.27,33.37,8.22,31.22,27.05,May,0,1,47.16
1994-06-01,1994,6,35.08,5.13,91.4,6.9,Normal,Mumbai,Monsoon,34.34,33.51,12.43,34.66,27.05,Jun,0,2,65.18
1994-06-02,1994,6,33.59,6.13,87.9,6.0,Normal,Mumbai,Monsoon,34.08,33.48,15.11,39.83,27.05,Jun,0,2,55.1
1994-06-03,1994,6,35.0,5.37,93.7,12.6,Normal,Mumbai,Monsoon,34.44,33.63,20.38,44.82,27.05,Jun,0,2,66.54
1994-06-04,1994,6,35.13,21.01,82.2,15.8,Normal,Mumbai,Monsoon,34.83,33.68,40.52,65.01,27.05,Jun,0,2,58.64
1994-06-05,1994,6,33.65,7.22,94.1,18.7,Normal,Mumbai,Monsoon,34.61,33.61,45.99,70.8,27.05,Jun,0,2,59.36
1994-06-06,1994,6,37.56,8.9,85.3,29.8,Normal,Mumbai,Monsoon,34.99,33.82,53.79,79.68,27.05,Jun,0,2,73.86
1994-06-07,1994,6,35.5,44.83260000000011,85.9,8.0,Normal,Mumbai,Monsoon,35.07,33.93,98.59,123.29,27.05,Jun,0,2,63.18
1994-06-08,1994,6,33.04,0.74,100.0,10.9,Normal,Mumbai,Monsoon,34.78,33.93,94.2,123.09,27.05,Jun,0,2,59.89
1994-06-09,1994,6,35.84,8.03,81.1,4.6,Normal,Mumbai,Monsoon,35.1,34.05,96.1,130.82,27.05,Jun,0,2,61.23
1994-06-10,1994,6,33.41,17.85,94.8,26.9,Normal,Mumbai,Monsoon,34.88,34.13,108.58,146.99,27.05,Jun,0,2,58.54
1994-06-11,1994,6,36.08,1.97,88.8,5.8,Normal,Mumbai,Monsoon,35.01,34.22,89.54,148.53,27.05,Jun,0,2,68.63
1994-06-12,1994,6,36.66,11.35,80.4,7.6,Normal,Mumbai,Monsoon,35.44,34.39,93.67,159.49,27.05,Jun,0,2,64.71
1994-06-13,1994,6,33.71,3.28,74.5,20.7,Normal,Mumbai,Monsoon,34.89,34.37,88.05,162.01,27.05,Jun,0,2,48.04
1994-06-14,1994,6,36.4,24.25,76.7,24.7,Normal,Mumbai,Monsoon,35.02,34.52,67.47,184.91,27.05,Jun,0,2,60.56
1994-06-15,1994,6,35.59,4.75,94.0,34.9,Normal,Mumbai,Monsoon,35.38,34.51,71.48,186.49,27.05,Jun,0,2,70.23
1994-06-16,1994,6,36.21,4.79,98.9,32.4,Normal,Mumbai,Monsoon,35.44,34.63,68.24,191.1,27.05,Jun,0,2,78.6
1994-06-17,1994,6,37.83,10.94,85.7,1.6,Normal,Mumbai,Monsoon,36.07,34.78,61.33,201.43,27.05,Jun,0,2,75.8
1994-06-18,1994,6,34.63,2.43,86.2,13.4,Normal,Mumbai,Monsoon,35.86,34.77,61.79,203.78,27.05,Jun,0,2,59.01
1994-06-19,1994,6,33.87,4.02,91.2,17.0,Normal,Mumbai,Monsoon,35.46,34.83,54.46,206.09,27.05,Jun,0,2,58.58
1994-06-20,1994,6,33.67,6.47,85.6,14.6,Normal,Mumbai,Monsoon,35.46,34.81,57.65,211.85,27.05,Jun,0,2,54.07
1994-06-21,1994,6,33.78,5.24,93.8,23.6,Normal,Mumbai,Monsoon,35.08,34.74,38.64,215.62,27.05,Jun,0,2,59.85
1994-06-22,1994,6,34.88,8.93,87.3,6.5,Normal,Mumbai,Monsoon,34.98,34.85,42.82,224.08,27.05,Jun,0,2,61.04
1994-06-23,1994,6,35.5,10.98,85.45,12.9,Normal,Mumbai,Monsoon,34.88,34.88,49.01,232.83,27.05,Jun,0,2,62.83
1994-06-24,1994,6,35.59,10.03,79.4,21.4,Normal,Mumbai,Monsoon,34.56,34.92,48.1,241.94,27.05,Jun,0,2,58.81
1994-06-25,1994,6,36.21,12.74,77.4,6.1,Normal,Mumbai,Monsoon,34.79,34.94,58.41,251.23,27.05,Jun,0,2,60.21
1994-06-26,1994,6,35.59,4.41,59.7,7.7,Normal,Mumbai,Monsoon,35.03,35.05,58.8,255.54,27.05,Jun,0,2,46.69
1994-06-27,1994,6,37.13,1.62,94.9,16.6,Normal,Mumbai,Monsoon,35.53,35.2,53.95,256.29,27.05,Jun,0,2,80.71
1994-06-28,1994,6,34.53,17.17,83.8,16.6,Normal,Mumbai,Monsoon,35.63,35.18,65.88,271.71,27.05,Jun,0,2,56.92
1994-06-29,1994,6,38.0478,22.83,81.8,36.0,Normal,Mumbai,Monsoon,36.09,35.29,79.78,293.44,27.05,Jun,0,2,73.24
1994-06-30,1994,6,35.83,3.56,69.4,11.0,Normal,Mumbai,Monsoon,36.13,35.32,72.36,296.97,27.05,Jun,0,2,53.1
1994-07-01,1994,7,33.58,6.27,79.9,10.3,Normal,Mumbai,Monsoon,35.85,35.27,68.6,298.11,27.05,Jul,0,2,50.41
1994-07-02,1994,7,33.23,8.28,78.8,24.3,Normal,Mumbai,Monsoon,35.42,35.26,64.14,300.26,27.05,Jul,0,2,48.43
1994-07-03,1994,7,35.53,9.15,78.6,9.5,Normal,Mumbai,Monsoon,35.41,35.27,68.88,304.04,27.05,Jul,0,2,57.98
1994-07-04,1994,7,34.44,12.93,87.7,18.1,Normal,Mumbai,Monsoon,35.03,35.25,80.19,295.96,27.05,Jul,0,2,59.11
1994-07-05,1994,7,35.81,0.51,86.0,17.1,Normal,Mumbai,Monsoon,35.21,35.32,63.53,289.25,27.05,Jul,0,2,64.87
